"BBL","Address","Zip Code","Year Built","Total Units","Residential Units","Rent Stabilized Units","Latest sale price","Sales (12/02/2021 - 10/31/2024)","Marshal Evictions (12/02/2021 - 12/01/2024)","HPD Problems (12/02/2021 - 11/30/2024)","HPD Violations (12/02/2021 - 12/01/2024)","DOB Complaints (12/02/2021 - 12/01/2024)","DOB Violations (12/02/2021 - 12/01/2024)","ECB Violations (12/02/2021 - 12/01/2024)","DOB Permit Applications (12/02/2021 - 12/02/2024)","DOB Permit Issuances (12/02/2021 - 12/02/2024)","Litigations against landlords (12/02/2021 - 11/30/2024)","Housing Court Cases (12/02/2021 - 12/02/2024)"
"2022890154","481 East 144th Street","10454","1993","2","2","0","390000","0","0","0","0","0","0","0","0","0","0","0"
"2022890132","460 East 145th Street","10454","1990","2","2","0","420000","0","0","8","2","0","0","0","0","0","0","0"
"2022890125","446 East 145th Street","10454","1990","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0"
"2022680012","516 East 142nd Street","10454","1901","2","2","0","735000","0","0","0","0","0","0","0","0","0","0","0"
"2022680007","346 Brook Avenue","10454","1920","6","6","9","0","0","0","2","16","0","0","0","0","0","0","0"
"2025520032","628 East 140th Street","10454","1998","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2025530023","600 East 141st Street","10454","1920","40","40","40","0","0","1","55","62","2","0","0","0","0","0","12"
"2025530061","615 East 140th Street","10454","2000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520122","606 East 140th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520150","625 East 139th Street","10454","1998","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025530051","627 East 140th Street","10454","2000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025530047","633 East 140th Street","10454","2000","1","1","0","655000","1","0","0","0","0","0","0","0","0","0","0"
"2025520124","610 East 140th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520126","614 East 140th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025530019","592 East 141st Street","10454","1920","29","29","29","0","0","3","30","41","0","0","0","0","0","0","20"
"2025530073","603 East 140th Street","10454","2000","1","1","0","615000","1","0","0","0","0","0","0","0","0","0","0"
"2025520133","632 East 140th Street","10454","1998","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025730021","355 Concord Avenue","10454","1910","3","3","0","0","0","0","20","38","1","0","0","0","0","0","0"
"2025730034","329 Concord Avenue","10454","1910","3","3","0","650000","0","0","0","3","0","0","0","0","0","0","0"
"2023150006","2616 3rd Avenue","10454","1931","3","2","0","0","0","0","0","3","0","0","0","0","0","0","0"
"2025730025","347 Concord Avenue","10454","1910","3","3","0","500000","0","0","1","7","0","0","0","0","0","0","0"
"2025530049","629 East 140th Street","10454","2000","1","1","0","290000","0","0","0","0","0","0","0","0","0","0","0"
"2022890127","450 East 145th Street","10454","1990","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890128","452 East 145th Street","10454","1990","2","2","0","885000","0","0","0","0","0","0","0","0","0","0","0"
"2022680010","352 Brook Avenue","10454","1931","9","8","7","0","0","0","2","6","0","4","0","0","0","0","0"
"2022850125","456 East 141st Street","10454","1994","3","3","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2022850128","464 East 141st Street","10454","1994","3","3","0","0","0","0","0","5","0","0","0","0","0","0","0"
"2022850028","462 East 141st Street","10454","1994","3","3","0","0","0","0","0","3","0","0","0","0","0","0","0"
"2022850132","472 East 141st Street","10454","1994","3","3","0","0","0","0","0","5","0","0","0","0","0","0","0"
"2022850131","470 East 141st Street","10454","1994","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022850126","458 East 141st Street","10454","1994","3","3","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2022850127","460 East 141st Street","10454","1994","3","3","0","0","0","0","0","6","0","0","0","0","0","0","0"
"2022850130","468 East 141st Street","10454","1994","3","3","0","680000","0","0","0","4","0","0","0","0","0","0","0"
"2022890138","472 East 145th Street","10454","1990","2","2","0","400000","0","0","0","0","0","0","0","0","0","0","0"
"2022890137","470 East 145th Street","10454","1990","2","2","0","427000","0","0","0","0","0","0","0","0","0","0","0"
"2022890169","451 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890136","468 East 145th Street","10454","1990","2","2","0","273000","0","0","0","0","0","0","0","0","0","0","0"
"2022890164","461 East 144th Street","10454","1993","2","2","0","0","0","0","2","0","0","0","0","1","1","0","0"
"2022890168","453 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022680013","520 East 142nd Street","10454","1915","9","9","9","588750","1","0","10","17","5","0","0","0","0","1","0"
"2022860096","445 East 141st Street","10454","2005","3","3","3","0","0","0","0","4","0","0","0","0","0","0","0"
"2022860103","431 East 141st Street","10454","1910","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022860097","443 East 141st Street","10454","1910","2","2","0","715000","0","0","0","0","0","0","0","0","0","0","0"
"2022860101","435 East 141st Street","10454","1910","1","1","0","175000","0","0","0","0","2","0","8","0","0","1","0"
"2022860099","439 East 141st Street","10454","1910","2","2","0","635000","0","0","0","0","0","0","0","0","0","0","0"
"2022860100","437 East 141st Street","10454","1910","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022850122","450 East 141st Street","10454","1994","3","3","0","700000","0","1","1","2","0","0","0","0","0","0","0"
"2022850119","442 East 141st Street","10454","1994","3","3","0","0","0","0","5","9","0","0","0","0","0","0","0"
"2022850019","440 East 141st Street","10454","1994","3","3","0","1050000","1","0","1","6","0","0","0","0","0","0","0"
"2022850114","428 East 141st Street","10454","1994","3","3","0","0","2","0","0","6","0","0","0","0","0","0","0"
"2022850121","446 East 141st Street","10454","1994","3","3","0","0","0","0","0","7","1","0","4","0","0","0","0"
"2022850124","454 East 141st Street","10454","1994","3","3","0","907000","0","0","0","3","0","0","0","0","0","0","0"
"2022850129","466 East 141st Street","10454","1994","3","3","0","999000","1","0","4","18","0","0","0","0","0","0","0"
"2023140010","271 East 138th Street","10454","1965","145","145","0","0","0","0","13","6","3","0","1","0","4","0","0"
"2023140001","2550 3rd Avenue","10454","2016","122","119","119","0","0","0","16","3","1","1","1","1","0","0","0"
"2023140022","306 East 139th Street","10454","1931","8","8","6","0","0","0","5","0","0","0","0","0","0","0","0"
"2023140081","299 East 139th Street","10454","1886","2","2","0","410000","0","0","0","0","0","0","0","0","0","0","0"
"2023140020","302 East 139th Street","10454","1920","8","8","9","620000","0","0","2","3","0","0","0","0","0","0","0"
"2023140023","273 Alexander Avenue","10454","1895","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022780033","450 East 134th Street","10454","1901","2","2","0","480000","0","0","0","0","0","0","0","0","0","0","0"
"2022780016","416 East 134th Street","10454","1901","2","2","0","950000","1","0","0","0","0","0","0","0","0","0","0"
"2022780045","474 East 134th Street","10454","1901","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2022780022","428 East 134th Street","10454","1901","3","3","0","870000","0","0","0","0","0","0","0","0","0","0","0"
"2022780024","432 East 134th Street","10454","1901","2","2","0","0","1","0","2","0","0","0","0","0","0","0","0"
"2022850120","444 East 141st Street","10454","1994","3","3","0","10","0","0","0","6","0","0","0","0","0","0","0"
"2022850002","304 Willis Avenue","10454","1931","11","9","10","588750","1","0","0","1","2","0","0","0","0","0","0"
"2022840010","404 East 140th Street","10454","1899","3","3","0","0","2","0","51","9","9","0","6","0","0","1","0"
"2022840006","292 Willis Avenue","10454","1910","3","3","3","32000","0","0","1","2","0","0","0","0","0","0","0"
"2022840004","288 Willis Avenue","10454","1931","7","7","7","32000","0","1","19","16","0","0","0","0","0","0","0"
"2022850118","438 East 141st Street","10454","1994","3","3","0","614277","1","0","0","7","0","0","0","0","0","0","0"
"2022850123","452 East 141st Street","10454","1994","3","3","0","1075000","1","0","0","6","0","0","0","0","0","0","0"
"2022850116","434 East 141st Street","10454","1994","3","3","0","0","0","0","1","15","0","0","0","0","0","0","0"
"2022850117","436 East 141st Street","10454","1994","3","3","0","0","0","0","7","6","0","0","0","0","0","0","0"
"2022850022","448 East 141st Street","10454","1994","3","3","0","900000","0","0","5","26","0","0","0","1","1","0","0"
"2022640007","202 Brown Place","10454","1900","26","26","0","29500000","0","0","3","4","0","1","0","0","0","0","10"
"2022800062","437 East 135th Street","10454","1931","10","10","6","6","0","0","24","31","2","0","2","0","0","0","0"
"2022640012","205 Brook Avenue","10454","1909","29","28","0","29500000","0","1","91","69","1","0","0","0","0","0","28"
"2022640011","500 East 137th Street","10454","1900","37","35","0","29500000","0","0","0","0","0","3","0","0","0","0","0"
"2022800130","448 East 136th Street","10454","2006","3","3","0","975000","1","0","0","4","0","0","0","0","0","0","0"
"2023140095","308 East 139th Street","10454","1910","8","8","0","0","0","0","19","32","0","0","0","0","0","0","0"
"2023140021","304 East 139th Street","10454","1931","8","8","8","0","0","0","9","23","0","6","0","0","0","0","0"
"2022780021","426 East 134th Street","10454","1901","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022780018","420 East 134th Street","10454","1901","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022780019","422 East 134th Street","10454","1901","3","3","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2022780030","444 East 134th Street","10454","1901","2","2","7","0","0","0","5","10","0","1","0","0","0","0","0"
"2022780039","462 East 134th Street","10454","1901","3","3","0","363000","0","0","0","0","0","0","0","0","0","0","0"
"2022630073","167 Brook Avenue","10454","2000","2","2","0","0","0","0","0","2","1","0","0","0","0","0","0"
"2022640001","190 Brown Place","10454","1906","27","26","20","0","0","0","3","6","0","1","0","0","0","0","7"
"2022630068","177 Brook Avenue","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022780037","458 East 134th Street","10454","1901","2","2","0","736000","0","0","0","0","0","0","0","1","1","0","0"
"2022780042","468 East 134th Street","10454","1901","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022780036","456 East 134th Street","10454","1901","2","2","0","385000","0","0","0","0","0","0","0","0","0","0","0"
"2022780013","410 East 134th Street","10454","1931","3","3","0","7508641","0","0","0","12","0","0","0","0","0","0","0"
"2022960044","65 Bruckner Boulevard","10454","1915","4","3","0","0","0","0","0","3","0","0","0","0","0","0","0"
"2022780005","130 Willis Avenue","10454","1900","23","23","23","75000","0","1","170","131","7","3","2","0","0","2","23"
"2022630080","168 Brown Place","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022830061","497 East 138th Street","10454","1931","9","8","8","1200000","0","0","4","10","2","0","1","0","0","0","0"
"2022650027","514 East 138th Street","10454","1906","25","23","23","7500000","0","1","206","256","4","0","2","0","0","5","19"
"2022650003","494 East 138th Street","10454","1915","10","9","15","3611200","0","4","142","105","2","2","6","3","0","0","0"
"2022650004","496 East 138th Street","10454","1915","9","8","8","1664103","0","0","19","6","13","1","3","0","0","0","0"
"2022650006","231 Brook Avenue","10454","1920","37","32","32","0","0","0","48","26","0","14","0","0","0","2","3"
"2022820043","229 Brown Place","10454","1915","14","12","12","0","0","0","2","3","1","0","1","0","0","0","0"
"2022650005","498 East 138th Street","10454","1915","9","8","0","0","0","0","22","26","1","2","0","0","0","0","0"
"2022650002","492 East 138th Street","10454","1915","10","8","15","3751800","0","2","56","70","0","0","0","3","0","0","0"
"2022650025","512 East 138th Street","10454","1906","24","20","19","2550000","0","3","50","17","7","0","0","0","0","0","11"
"2022850154","493 East 140th Street","10454","1994","3","3","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2022830052","496 East 139th Street","10454","1910","15","15","0","0","0","0","103","106","0","0","0","0","0","2","6"
"2022830051","494 East 139th Street","10454","1910","15","15","0","0","0","1","49","51","0","0","0","0","0","5","10"
"2022630069","175 Brook Avenue","10454","2000","2","2","0","10","0","0","1","0","0","0","0","0","0","0","0"
"2025530030","612 East 141st Street","10454","1900","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520027","626 East 140th Street","10454","1910","11","11","4","0","0","1","25","151","4","2","2","0","0","4","4"
"2025520128","618 East 140th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025530056","619 East 140th Street","10454","2000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025530036","626 East 141st Street","10454","1920","54","53","53","0","0","1","120","88","0","0","0","0","0","4","23"
"2025530048","631 East 140th Street","10454","2000","1","1","0","620000","1","0","0","0","0","0","0","0","0","0","0"
"2025530058","617 East 140th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520125","612 East 140th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022850157","485 East 140th Street","10454","1994","3","3","0","1176000","1","0","0","6","0","0","1","0","0","0","0"
"2022830048","488 East 139th Street","10454","1905","20","20","20","0","0","0","19","52","0","0","0","0","0","0","6"
"2022850056","489 East 140th Street","10454","1994","3","3","0","0","0","0","0","5","0","0","0","0","0","0","0"
"2022850156","487 East 140th Street","10454","1994","3","3","0","0","0","0","0","2","0","0","0","0","0","0","0"
"2022830053","235 Brook Avenue","10454","1925","88","78","26","0","0","3","267","354","2","2","1","0","0","5","30"
"2022830040","470 East 139th Street","10454","1975","74","74","44","6100000","0","1","22","29","0","6","0","0","0","0","14"
"2022830062","495 East 138th Street","10454","1931","11","10","9","0","0","0","5","5","2","3","0","0","0","0","0"
"2022630072","169 Brook Avenue","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520040","283 Cypress Avenue","10454","1920","50","49","49","0","0","0","79","119","3","3","3","0","0","2","22"
"2025550007","589 East 141st Street","10454","2003","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025540002","627 East 141st Street","10454","1920","10","10","10","0","1","0","4","0","1","0","1","0","0","0","0"
"2025540005","615 East 141st Street","10454","1920","29","29","29","0","0","0","48","30","4","0","1","0","0","1","12"
"2025540054","333 Cypress Avenue","10454","2017","43","43","41","0","0","3","69","29","8","1","3","0","0","1","16"
"2025550127","321 Beekman Avenue","10454","2007","2","2","0","0","0","0","6","0","0","0","0","0","0","0","0"
"2025530052","625 East 140th Street","10454","2000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520152","617 East 139th Street","10454","1998","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025510120","598 East 139th Street","10454","2000","2","2","0","380000","0","0","1","0","0","0","0","0","0","0","0"
"2025510116","590 East 139th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025510110","578 East 139th Street","10454","2001","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520123","608 East 140th Street","10454","2000","2","2","0","145000","0","0","0","0","0","0","0","0","0","0","0"
"2025530054","621 East 140th Street","10454","2000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025510121","600 East 139th Street","10454","2000","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2025530009","578 East 141st Street","10454","1920","29","29","29","0","0","1","89","110","2","0","0","0","0","1","15"
"2025510117","592 East 139th Street","10454","2000","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0"
"2022880014","414 East 144th Street","10454","1910","1","1","0","177000","0","0","0","7","0","0","0","0","0","0","0"
"2022880090","421 East 143rd Street","10454","1901","1","1","0","565000","0","0","0","0","0","0","0","0","0","0","0"
"2022870112","414 East 143rd Street","10454","2000","3","3","0","0","0","0","0","5","6","2","5","0","0","0","0"
"2022890078","411 East 144th Street","10454","1899","2","2","0","0","1","0","2","0","0","0","0","0","0","0","0"
"2022890179","431 East 144th Street","10454","1993","2","2","0","780000","0","0","0","0","0","0","0","0","0","0","0"
"2025510119","596 East 139th Street","10454","2000","2","2","0","0","1","0","1","0","0","0","0","0","0","0","0"
"2025510115","588 East 139th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520003","280 Saint Anns Avenue","10454","1910","13","11","11","0","0","0","6","3","0","0","0","0","0","0","0"
"2022880022","430 East 144th Street","10454","1910","3","3","0","0","0","0","0","2","0","0","0","0","0","0","0"
"2022880021","428 East 144th Street","10454","1910","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022880018","422 East 144th Street","10454","1910","1","1","0","307400","0","0","0","0","0","0","0","0","0","0","0"
"2022880015","416 East 144th Street","10454","1910","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2022880023","432 East 144th Street","10454","1910","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2022880091","419 East 143rd Street","10454","1901","1","1","0","316500","0","0","6","0","0","0","0","0","0","0","0"
"2022880024","434 East 144th Street","10454","1910","1","1","0","835000","0","0","0","0","0","0","0","0","0","0","0"
"2022880080","443 East 143rd Street","10454","1899","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2022880016","418 East 144th Street","10454","1910","2","2","0","349000","0","0","0","0","0","0","0","0","0","0","0"
"2022880010","406 East 144th Street","10454","1910","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2022880019","424 East 144th Street","10454","1910","1","1","0","155000","0","0","0","6","0","0","0","0","0","0","0"
"2022880011","408 East 144th Street","10454","1910","1","1","0","402000","1","0","8","47","13","2","2","0","0","2","0"
"2022880017","420 East 144th Street","10454","1910","2","2","0","975000","1","0","0","2","0","0","0","0","0","0","0"
"2022880020","426 East 144th Street","10454","1915","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022880012","410 East 144th Street","10454","1910","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890181","427 East 144th Street","10454","1993","2","2","0","0","1","0","0","0","0","0","0","6","1","0","0"
"2022890182","425 East 144th Street","10454","1993","2","2","0","805000","0","0","0","0","0","0","0","0","0","0","0"
"2022890180","429 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890001","401 East 144th Street","10454","1918","8","7","6","0","0","0","0","7","0","1","0","0","0","0","0"
"2022890002","414 Willis Avenue","10454","1931","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022880088","425 East 143rd Street","10454","1901","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022880009","404 East 144th Street","10454","1910","1","1","0","0","0","0","0","7","3","1","1","0","0","0","0"
"2022830132","450 East 139th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022830124","434 East 139th Street","10454","2006","3","3","0","650000","0","0","0","7","0","0","0","0","0","0","0"
"2022830130","446 East 139th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022830131","448 East 139th Street","10454","2000","2","2","0","740000","0","0","0","0","0","0","0","0","0","0","0"
"2025520002","278 Saint Anns Avenue","10454","1910","10","8","9","8242380","0","0","7","12","0","0","0","0","0","0","0"
"2025500071","589 East 137th Street","10454","1901","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025500073","585 East 137th Street","10454","1931","17","17","17","1000000","0","0","81","110","0","0","0","0","0","2","2"
"2022600017","144 Bruckner Boulevard","10454","1931","15","15","0","0","2","0","37","30","5","11","6","0","0","2","8"
"2022630065","183 Brook Avenue","10454","2000","2","2","0","0","0","0","0","0","2","0","5","0","0","0","0"
"2022630071","171 Brook Avenue","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022820028","456 East 138th Street","10454","1915","5","4","0","0","0","0","1","8","1","1","1","0","0","0","0"
"2022820034","468 East 138th Street","10454","1915","3","3","0","884000","0","0","1","7","0","0","0","0","0","0","0"
"2022820029","458 East 138th Street","10454","1915","3","2","0","613000","1","0","0","7","16","10","12","0","5","0","0"
"2022820012","416 East 138th Street","10454","1931","20","20","20","4329000","0","3","416","229","2","0","0","3","0","0","8"
"2022810021","428 East 137th Street","10454","1972","107","107","0","8200000","0","1","32","22","8","1","1","0","0","0","31"
"2022820057","445 East 137th Street","10454","1972","32","32","0","0","0","0","26","31","0","2","0","0","0","0","10"
"2022820040","480 East 138th Street","10454","1915","4","4","0","835000","0","0","4","2","1","3","1","0","0","0","0"
"2022810036","470 East 137th Street","10454","1931","1","1","0","0","0","0","1","0","0","2","0","0","0","0","0"
"2022830028","440 East 139th Street","10454","1915","16","16","16","0","0","1","4","10","0","0","0","0","0","0","15"
"2022820075","405 East 137th Street","10454","1974","24","24","24","6100000","0","0","18","15","0","7","0","0","0","0","12"
"2022830015","412 East 139th Street","10454","1901","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022830129","444 East 139th Street","10454","2000","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0"
"2022820030","460 East 138th Street","10454","1915","8","7","0","1550000","1","0","0","7","1","1","0","0","0","0","0"
"2022820037","474 East 138th Street","10454","1915","4","4","0","0","0","1","7","4","0","0","0","0","0","0","0"
"2022820045","211 Brown Place","10454","1974","20","20","20","6100000","0","0","79","69","0","2","0","0","0","0","5"
"2022820033","466 East 138th Street","10454","1910","2","1","0","0","0","0","0","0","0","2","0","0","0","0","0"
"2025500070","591 East 137th Street","10454","1931","7","7","0","1000000","1","0","0","6","4","6","0","0","0","1","0"
"2025500012","578 East 138th Street","10454","1931","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025500010","574 East 138th Street","10454","1910","33","33","24","1","0","2","4","1","0","1","0","0","0","0","10"
"2025480002","570 East 137th Street","10454","2017","160","159","158","0","0","0","0","0","0","6","0","0","2","0","9"
"2022650045","219 Saint Anns Avenue","10454","1945","15","12","7","0","0","0","22","35","0","0","1","0","0","2","3"
"2022650043","546 East 138th Street","10454","1920","17","15","17","0","0","1","3","7","1","0","1","0","0","0","3"
"2022650042","542 East 138th Street","10454","1920","10","9","8","0","0","0","13","37","0","0","0","0","0","1","0"
"2022660036","531 East 138th Street","10454","1915","4","3","0","0","0","0","1","4","1","0","0","0","0","0","0"
"2022660037","529 East 138th Street","10454","1915","14","13","12","0","0","0","1","4","0","0","0","0","0","0","1"
"2022660020","550 East 139th Street","10454","1931","11","10","10","1675000","0","1","8","17","7","0","2","0","0","1","0"
"2022660015","526 East 139th Street","10454","1998","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022810035","462 East 137th Street","10454","1910","20","20","16","1225000","0","1","27","29","1","2","1","0","0","1","6"
"2022830023","426A East 139th Street","10454","2007","3","3","0","495000","0","0","0","3","0","0","0","0","0","0","0"
"2025500008","572 East 138th Street","10454","1931","12","12","10","1","0","0","51","41","0","0","0","0","0","2","4"
"2025500001","575 East 137th Street","10454","1910","16","12","12","3250000","1","0","1","3","0","3","0","0","0","0","5"
"2025500002","212 Saint Anns Avenue","10454","1931","10","9","8","1150000","0","0","1","0","1","0","1","0","0","0","0"
"2025510009","576 East 139th Street","10454","1931","11","11","10","0","0","0","2","5","2","0","1","0","0","0","0"
"2025520001","276 Saint Anns Avenue","10454","1910","15","13","11","0","0","0","2","16","0","0","0","0","0","0","0"
"2025500004","216 Saint Anns Avenue","10454","1931","12","10","8","0","0","0","11","17","0","0","0","0","0","0","0"
"2025500072","587 East 137th Street","10454","1915","10","10","0","0","0","0","0","6","1","0","0","0","0","0","0"
"2025510114","586 East 139th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025507501","582 East 138th Street","10454","2019","7","6","3","0","0","0","2","0","0","1","1","1","1","0","0"
"2022660011","522 East 139th Street","10454","1998","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2022650050","555 East 137th Street","10454","1920","14","12","0","0","2","0","2","1","1","0","0","0","0","0","0"
"2022650048","215 Saint Anns Avenue","10454","1920","11","10","8","1200000","1","0","0","1","0","2","0","0","0","0","0"
"2025510113","584 East 139th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025510111","580 East 139th Street","10454","2001","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025510008","574 East 139th Street","10454","1931","11","11","11","1825000","0","0","36","22","1","0","1","0","0","0","7"
"2022650039","536 East 138th Street","10454","1920","9","8","8","0","0","0","7","20","1","0","0","0","0","0","0"
"2022650033","526 East 138th Street","10454","1906","32","29","29","17900000","0","3","435","550","2","0","0","0","0","6","28"
"2022660023","223 Saint Anns Avenue","10454","1931","10","9","9","0","0","1","16","10","1","0","1","0","0","0","0"
"2022660040","525 East 138th Street","10454","1915","14","13","12","0","0","0","2","3","0","0","0","0","0","0","1"
"2022660111","530 East 139th Street","10454","1998","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2022660114","536 East 139th Street","10454","1998","1","1","0","580000","2","0","0","0","0","0","0","0","0","0","0"
"2022660022","225 Saint Anns Avenue","10454","1931","10","9","9","8242380","0","0","6","12","1","0","0","0","0","0","0"
"2025510112","582 East 139th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890134","464 East 145th Street","10454","1990","2","2","0","325000","0","0","0","0","0","0","0","0","0","0","0"
"2022650029","518 East 138th Street","10454","1906","25","23","23","7500000","0","3","628","672","1","0","0","0","0","5","27"
"2022960042","69 Bruckner Boulevard","10454","1915","4","3","0","0","0","0","0","7","0","1","0","0","0","0","0"
"2022960046","61 Bruckner Boulevard","10454","1915","5","4","0","950000","0","0","9","13","4","1","4","0","0","1","0"
"2022960045","63 Bruckner Boulevard","10454","1915","4","4","4","1530000","0","0","0","3","0","0","0","0","0","0","0"
"2022960054","45 Bruckner Boulevard","10454","1915","4","3","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2022960014","354 East 134th Street","10454","1901","3","3","0","866666","0","0","0","3","0","0","0","0","0","0","0"
"2022960055","43 Bruckner Boulevard","10454","1915","4","3","0","0","0","0","14","19","0","0","0","0","0","0","0"
"2022967501","55 Bruckner Boulevard","10454","2013","4","3","4","0","0","0","0","4","0","0","0","0","0","0","0"
"2022880065","473 East 143rd Street","10454","1901","3","3","0","0","0","0","0","6","0","0","0","0","0","0","0"
"2022900162","449 East 145th Street","10454","1991","2","2","0","491000","0","0","0","0","0","0","0","0","0","0","0"
"2022900166","441 East 145th Street","10454","1991","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022900158","457 East 145th Street","10454","1991","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022900157","459 East 145th Street","10454","1991","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022900156","461 East 145th Street","10454","1991","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890157","475 East 144th Street","10454","1993","2","2","0","10","0","0","0","0","0","0","0","0","0","0","0"
"2022890163","463 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890129","454 East 145th Street","10454","1990","2","2","0","412000","0","0","0","0","0","0","0","1","1","0","0"
"2022890130","456 East 145th Street","10454","1990","2","2","0","460000","0","0","0","0","0","0","0","0","0","0","0"
"2022890165","459 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890161","467 East 144th Street","10454","1993","2","2","0","875000","1","0","0","0","0","0","0","0","0","0","0"
"2022890156","477 East 144th Street","10454","1993","2","2","0","0","0","0","1","2","0","0","0","0","0","0","0"
"2022900165","443 East 145th Street","10454","1991","2","2","0","370000","0","0","0","0","0","0","0","0","0","0","0"
"2022890166","457 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890133","462 East 145th Street","10454","1990","2","2","0","905000","1","0","0","0","0","0","0","0","0","0","0"
